GNISIDNAME,COUNT,AREA,PercentArea_Value,MIN_cellsml,MAX_cellsml,RANGE_cellsml,MEAN_cellsml,STD_cellsml,Day,Year,Date,wi_DWSA
Hart Lake_01121637,315,28350000,,6310,963829,957520,74452,146325,239,2019,8/27/2019,
Henry Hagg Lake_01158095,31,2790000,,6310,6310,0,6310,0,239,2019,8/27/2019,
Hills Creek Lake_01158881,38,3420000,,6310,6310,0,6310,0,239,2019,8/27/2019,
Howard Prairie Lake_01158895,57,5130000,,6310,1342766,1336456,578430,392110,239,2019,8/27/2019,
Lake Abert_01116755,1508,135720000,,6310,1721870,1715560,72828,233227,239,2019,8/27/2019,
Lake Billy Chinook_01138120,114,10260000,,6310,1458815,1452506,547283,501914,239,2019,8/27/2019,
Lake of the Woods_01161601,21,1890000,,6310,6310,0,6310,0,239,2019,8/27/2019,
Lost Creek Lake_01158890,80,7200000,,6310,6310,0,6310,0,239,2019,8/27/2019,
Malheur Lake_01123710,963,86670000,,6310,1721870,1715560,355126,271551,239,2019,8/27/2019,
Odell Lake_01147159,130,11700000,,6310,6310,0,6310,0,124,2017,5/4/2017,
Paulina Lake_01147502,48,4320000,,6310,6310,0,6310,0,239,2019,8/27/2019,
Renner Lake_00267175,20,1800000,,6310,270396,264086,29393,58510,239,2019,8/27/2019,
Siltcoos Lake_01158483,108,9720000,,963829,2333460,1369630,1417335,263729,239,2019,8/27/2019,
Sturgeon Lake_01127681,95,8550000,,6310,2606154,2599845,705414,583616,239,2019,8/27/2019,
Summer Lake_01150595,622,55980000,,6310,2333460,2327150,816486,399458,239,2019,8/27/2019,
Summit Lake_01150624,15,1350000,,6310,6310,0,6310,0,239,2019,8/27/2019,
Swamp Lake_01127802,37,3330000,,6310,539511,533201,214639,112302,239,2019,8/27/2019,
Timothy Lake_01151253,34,3060000,,6310,6310,0,6310,0,239,2019,8/27/2019,
Upper Klamath Lake_01151685,2601,234090000,,6310,5199964,5193654,1946162,935435,239,2019,8/27/2019,
Waldo Lake_01151818,200,18000000,,6310,6310,0,6310,0,239,2019,8/27/2019,
Warm Springs Reservoir_01128656,143,12870000,,6310,178649,172339,7552,14365,239,2019,8/27/2019,
Wickiup Reservoir_01161711,91,8190000,,6310,328096,321786,13589,41287,239,2019,8/27/2019,
Cottage Grove Lake_01158179,19,1710000,,6310,6310,0,6310,0,238,2019,8/26/2019,
Crane Prairie Reservoir_01140386,169,15210000,,6310,366438,360128,84542,94521,238,2019,8/26/2019,
Crater Lake_01163669,557,50130000,,6310,6310,0,6310,0,238,2019,8/26/2019,
Crescent Lake_01158186,137,12330000,,6310,6310,0,6310,0,238,2019,8/26/2019,
Davis Lake_01140666,116,10440000,,6310,3162279,3155970,471004,703133,238,2019,8/26/2019,
Detroit Lake_01639301,40,3600000,,6310,6310,0,6310,0,238,2019,8/26/2019,
Diamond Lake_01140999,122,10980000,,6310,1106624,1100315,70750,180875,238,2019,8/26/2019,
Dorena Lake_01120032,39,3510000,,6310,6310,0,6310,0,238,2019,8/26/2019,
Fern Ridge Lake_01120678,263,23670000,,6310,554626,548316,14503,46470,238,2019,8/26/2019,
Foster Lake_01158892,13,1170000,,6310,6310,0,6310,0,238,2019,8/26/2019,
Green Peter Lake_01158878,55,4950000,,6310,6310,0,6310,0,238,2019,8/26/2019,
Henry Hagg Lake_01158095,31,2790000,,6310,6310,0,6310,0,238,2019,8/26/2019,
Hills Creek Lake_01158881,62,5580000,,6310,6310,0,6310,0,238,2019,8/26/2019,
Howard Prairie Lake_01158895,56,5040000,,6310,1306171,1299862,688067,318737,238,2019,8/26/2019,
Lake Billy Chinook_01138120,118,10620000,,6310,1499685,1493376,618861,536903,238,2019,8/26/2019,
Lake of the Woods_01161601,46,4140000,,6310,6310,0,6310,0,238,2019,8/26/2019,
Lost Creek Lake_01158890,88,7920000,,6310,6310,0,6310,0,238,2019,8/26/2019,
Odell Lake_01147159,128,11520000,,6310,6310,0,6310,0,128,2017,5/8/2017,
Paulina Lake_01147502,42,3780000,,6310,6310,0,6310,0,238,2019,8/26/2019,
Siltcoos Lake_01158483,113,10170000,,539511,1541701,1002190,861871,166565,238,2019,8/26/2019,
Sturgeon Lake_01127681,91,8190000,,6310,2089297,2082987,343888,432137,238,2019,8/26/2019,
Summit Lake_01150624,14,1260000,,6310,6310,0,6310,0,238,2019,8/26/2019,
Timothy Lake_01151253,41,3690000,,6310,6310,0,6310,0,238,2019,8/26/2019,
Upper Klamath Lake_01151685,2481,223290000,,6310,5345646,5339336,2167891,892672,238,2019,8/26/2019,
Waldo Lake_01151818,204,18360000,,6310,6310,0,6310,0,238,2019,8/26/2019,
Wickiup Reservoir_01161711,102,9180000,,6310,586138,579829,43126,105507,238,2019,8/26/2019,
Beulah Reservoir_01117569,63,5670000,,71779,1721870,1650090,1058376,424584,236,2019,8/24/2019,
Cold Springs Reservoir_01119125,28,2520000,,6310,1306171,1299862,434354,397424,236,2019,8/24/2019,
Crump Lake_01119601,344,30960000,,6310,139316,133006,7091,7853,236,2019,8/24/2019,
Drews Reservoir_01141243,148,13320000,,6310,3630782,3624472,1604414,886740,236,2019,8/24/2019,
Goose Lake_00224325,909,81810000,,6310,4168695,4162385,828160,791116,236,2019,8/24/2019,
Hart Lake_01121637,289,26010000,,6310,310456,304146,21830,44862,236,2019,8/24/2019,
Lake Abert_01116755,1417,127530000,,6310,1629297,1622987,74908,232301,236,2019,8/24/2019,
Malheur Lake_01123710,945,85050000,,6310,1819702,1813392,298269,275483,236,2019,8/24/2019,
Renner Lake_00267175,20,1800000,,6310,128233,121924,12406,26573,236,2019,8/24/2019,
Swamp Lake_01127802,38,3420000,,6310,496592,490283,142606,111639,236,2019,8/24/2019,
Warm Springs Reservoir_01128656,138,12420000,,6310,6310,0,6310,0,236,2019,8/24/2019,
Alkali Lake_01116863,29,2610000,,2466041,5199964,2733923,3658847,733643,235,2019,8/23/2019,
Alkali Lake_01116864,30,2700000,,6310,6310,0,6310,0,235,2019,8/23/2019,
Beulah Reservoir_01117569,63,5670000,,6310,2466041,2459731,989481,594899,235,2019,8/23/2019,
Cold Springs Reservoir_01119125,29,2610000,,6310,912011,905702,377151,390626,235,2019,8/23/2019,
Cottage Grove Lake_01158179,11,990000,,6310,6310,0,6310,0,235,2019,8/23/2019,
Crane Prairie Reservoir_01140386,167,15030000,,6310,1923093,1916783,589204,521475,235,2019,8/23/2019,
Crater Lake_01163669,556,50040000,,6310,6310,0,6310,0,235,2019,8/23/2019,
Crescent Lake_01158186,137,12330000,,6310,6310,0,6310,0,235,2019,8/23/2019,
Crump Lake_01119601,359,32310000,,6310,151356,145047,9065,15627,235,2019,8/23/2019,
Davis Lake_01140666,112,10080000,,6310,2910719,2904409,371942,623586,235,2019,8/23/2019,
Detroit Lake_01639301,18,1620000,,6310,6310,0,6310,0,235,2019,8/23/2019,
Diamond Lake_01140999,118,10620000,,6310,554626,548316,90226,130911,235,2019,8/23/2019,
Dorena Lake_01120032,40,3600000,,6310,6310,0,6310,0,235,2019,8/23/2019,
Drews Reservoir_01141243,154,13860000,,6310,3732504,3726194,1366740,1012172,235,2019,8/23/2019,
East Lake_01141624,34,3060000,,6310,6310,0,6310,0,235,2019,8/23/2019,
Fern Ridge Lake_01120678,261,23490000,,6310,444632,438322,14141,45019,235,2019,8/23/2019,
Foster Lake_01158892,14,1260000,,6310,6310,0,6310,0,235,2019,8/23/2019,
Gerber Reservoir_01121105,126,11340000,,6310,6310,0,6310,0,235,2019,8/23/2019,
Goose Lake_00224325,2593,233370000,,6310,4528978,4522668,683985,518260,235,2019,8/23/2019,
Green Peter Lake_01158878,24,2160000,,6310,6310,0,6310,0,235,2019,8/23/2019,
Hart Lake_01121637,310,27900000,,6310,570164,563855,27620,65417,235,2019,8/23/2019,
Henry Hagg Lake_01158095,31,2790000,,6310,6310,0,6310,0,235,2019,8/23/2019,
Hills Creek Lake_01158881,31,2790000,,6310,6310,0,6310,0,235,2019,8/23/2019,
Howard Prairie Lake_01158895,51,4590000,,6310,1018592,1012282,528953,333892,235,2019,8/23/2019,
Lake Abert_01116755,1590,143100000,,6310,1584894,1578585,103556,268635,235,2019,8/23/2019,
Lake Billy Chinook_01138120,120,10800000,,6310,1306171,1299862,600676,451973,235,2019,8/23/2019,
Lake of the Woods_01161601,27,2430000,,6310,6310,0,6310,0,235,2019,8/23/2019,
Lost Creek Lake_01158890,76,6840000,,6310,6310,0,6310,0,235,2019,8/23/2019,
Malheur Lake_01123710,971,87390000,,6310,1674944,1668634,346077,232495,235,2019,8/23/2019,
Odell Lake_01147159,133,11970000,,6310,6310,0,6310,0,135,2017,5/15/2017,
Paulina Lake_01147502,6,540000,,6310,6310,0,6310,0,235,2019,8/23/2019,
Renner Lake_00267175,20,1800000,,6310,52966,46657,10989,10866,235,2019,8/23/2019,
Siltcoos Lake_01158483,108,9720000,,496592,1306171,809579,745721,149398,235,2019,8/23/2019,
Sturgeon Lake_01127681,99,8910000,,6310,2089297,2082987,357300,418337,235,2019,8/23/2019,
Summer Lake_01150595,716,64440000,,6310,2606154,2599845,567114,439369,235,2019,8/23/2019,
Summit Lake_01150624,13,1170000,,6310,6310,0,6310,0,235,2019,8/23/2019,
Swamp Lake_01127802,39,3510000,,6310,1106624,1100315,402858,240411,235,2019,8/23/2019,
Timothy Lake_01151253,27,2430000,,6310,6310,0,6310,0,235,2019,8/23/2019,
Upper Klamath Lake_01151685,2613,235170000,,6310,6137622,6131312,2570612,744619,235,2019,8/23/2019,
Waldo Lake_01151818,181,16290000,,6310,6310,0,6310,0,235,2019,8/23/2019,
Warm Springs Reservoir_01128656,142,12780000,,6310,6310,0,6310,0,235,2019,8/23/2019,
Wickiup Reservoir_01161711,103,9270000,,6310,539511,533201,128141,158997,235,2019,8/23/2019,
Detroit Lake_01639301,62,5580000,,6310,6310,0,6310,0,234,2019,8/22/2019,
Green Peter Lake_01158878,63,5670000,,6310,6310,0,6310,0,234,2019,8/22/2019,
Henry Hagg Lake_01158095,30,2700000,,6310,6310,0,6310,0,234,2019,8/22/2019,
Hills Creek Lake_01158881,60,5400000,,6310,6310,0,6310,0,234,2019,8/22/2019,
Lost Creek Lake_01158890,84,7560000,,6310,6310,0,6310,0,234,2019,8/22/2019,
Siltcoos Lake_01158483,78,7020000,,6310,1137628,1131318,597550,229084,234,2019,8/22/2019,
Sturgeon Lake_01127681,43,3870000,,6310,990833,984523,522284,238955,234,2019,8/22/2019,
Timothy Lake_01151253,41,3690000,,6310,6310,0,6310,0,234,2019,8/22/2019,
Alkali Lake_01116863,26,2340000,,2398834,4285487,1886653,3225210,524041,232,2019,8/20/2019,
Beulah Reservoir_01117569,64,5760000,,270396,3732504,3462108,1627209,860917,232,2019,8/20/2019,
Cold Springs Reservoir_01119125,31,2790000,,6310,1923093,1916783,1038970,665754,232,2019,8/20/2019,
Crump Lake_01119601,356,32040000,,6310,328096,321786,16190,40824,232,2019,8/20/2019,
Drews Reservoir_01141243,151,13590000,,6310,4920397,4914087,1524294,1283217,232,2019,8/20/2019,
East Lake_01141624,27,2430000,,6310,6310,0,6310,0,232,2019,8/20/2019,
Gerber Reservoir_01121105,111,9990000,,6310,6310,0,6310,0,232,2019,8/20/2019,
Goose Lake_00224325,679,61110000,,6310,4655864,4649554,1028362,782184,232,2019,8/20/2019,
Hart Lake_01121637,297,26730000,,6310,432514,426204,14448,40294,232,2019,8/20/2019,
Lake Abert_01116755,1437,129330000,,6310,1629297,1622987,78329,231975,232,2019,8/20/2019,
Malheur Lake_01123710,959,86310000,,6310,1674944,1668634,248882,192555,232,2019,8/20/2019,
Paulina Lake_01147502,45,4050000,,6310,376704,370394,142683,86907,232,2019,8/20/2019,
Renner Lake_00267175,19,1710000,,6310,420727,414417,114796,97963,232,2019,8/20/2019,
Summer Lake_01150595,646,58140000,,6310,2831393,2825083,902346,482900,232,2019,8/20/2019,
Swamp Lake_01127802,38,3420000,,6310,963829,957520,231807,204603,232,2019,8/20/2019,
Warm Springs Reservoir_01128656,139,12510000,,6310,6310,0,6310,0,232,2019,8/20/2019,
Alkali Lake_01116863,29,2610000,,1458815,4168695,2709880,2793286,554349,231,2019,8/19/2019,
Alkali Lake_01116864,6,540000,,6310,6310,0,6310,0,231,2019,8/19/2019,
Aspen Lake_01161255,2,180000,,6310,6310,0,6310,0,231,2019,8/19/2019,
Beulah Reservoir_01117569,64,5760000,,10375,3630782,3620407,1302091,998150,231,2019,8/19/2019,
Cold Springs Reservoir_01119125,29,2610000,,6310,1380385,1374075,900529,365378,231,2019,8/19/2019,
Crane Prairie Reservoir_01140386,172,15480000,,6310,3076098,3069788,725169,620481,231,2019,8/19/2019,
Crater Lake_01163669,560,50400000,,6310,6310,0,6310,0,231,2019,8/19/2019,
Crescent Lake_01158186,141,12690000,,6310,6310,0,6310,0,231,2019,8/19/2019,
Crump Lake_01119601,360,32400000,,6310,248886,242576,26586,40841,231,2019,8/19/2019,
Davis Lake_01140666,116,10440000,,6310,2535130,2528821,153881,389288,231,2019,8/19/2019,
Detroit Lake_01639301,32,2880000,,6310,6310,0,6310,0,231,2019,8/19/2019,
Diamond Lake_01140999,123,11070000,,6310,183654,177344,13011,25483,231,2019,8/19/2019,
Drews Reservoir_01141243,148,13320000,,6310,2679170,2672860,1316079,614037,231,2019,8/19/2019,
East Lake_01141624,39,3510000,,6310,6310,0,6310,0,231,2019,8/19/2019,
Foster Lake_01158892,7,630000,,6310,6310,0,6310,0,231,2019,8/19/2019,
Gerber Reservoir_01121105,124,11160000,,6310,6310,0,6310,0,231,2019,8/19/2019,
Goose Lake_00224325,757,68130000,,6310,4055088,4048778,801669,652453,231,2019,8/19/2019,
Green Peter Lake_01158878,20,1800000,,6310,6310,0,6310,0,231,2019,8/19/2019,
Hart Lake_01121637,299,26910000,,6310,554626,548316,40497,78171,231,2019,8/19/2019,
Henry Hagg Lake_01158095,26,2340000,,6310,6310,0,6310,0,231,2019,8/19/2019,
Hills Creek Lake_01158881,29,2610000,,6310,6310,0,6310,0,231,2019,8/19/2019,
Howard Prairie Lake_01158895,57,5130000,,6310,887156,880847,330324,250732,231,2019,8/19/2019,
Lake Abert_01116755,1452,130680000,,6310,1923093,1916783,80356,247214,231,2019,8/19/2019,
Lake of the Woods_01161601,31,2790000,,6310,6310,0,6310,0,231,2019,8/19/2019,
Lost Creek Lake_01158890,89,8010000,,6310,6310,0,6310,0,231,2019,8/19/2019,
Malheur Lake_01123710,971,87390000,,6310,1270574,1264265,245834,159376,231,2019,8/19/2019,
Odell Lake_01147159,138,12420000,,6310,6310,0,6310,0,139,2017,5/19/2017,
Paulina Lake_01147502,45,4050000,,6310,183654,177344,54336,47426,231,2019,8/19/2019,
Renner Lake_00267175,4,360000,,188799,188799,0,188799,0,231,2019,8/19/2019,
Siltcoos Lake_01158483,107,9630000,,263027,1629297,1366270,565441,214860,231,2019,8/19/2019,
Sturgeon Lake_01127681,49,4410000,,6310,2679170,2672860,658710,546806,231,2019,8/19/2019,
Summer Lake_01150595,704,63360000,,6310,2606154,2599845,714218,488947,231,2019,8/19/2019,
Summit Lake_01150624,17,1530000,,6310,6310,0,6310,0,231,2019,8/19/2019,
Swamp Lake_01127802,38,3420000,,18030,554626,536596,257458,98915,231,2019,8/19/2019,
Timothy Lake_01151253,40,3600000,,6310,6310,0,6310,0,231,2019,8/19/2019,
Upper Klamath Lake_01151685,2615,235350000,,6310,5495412,5489102,2340819,776250,231,2019,8/19/2019,
Waldo Lake_01151818,222,19980000,,6310,6310,0,6310,0,231,2019,8/19/2019,
Warm Springs Reservoir_01128656,140,12600000,,6310,39084,32775,6721,3042,231,2019,8/19/2019,
Wickiup Reservoir_01161711,113,10170000,,6310,444632,438322,74756,114658,231,2019,8/19/2019,
Lake Billy Chinook_01138120,125,11250000,,6310,1541701,1535392,705357,585742,231,2019,8/19/2019,
Fern Ridge Lake_01120678,262,23580000,,6310,619442,613132,11679,42393,230,2019,8/18/2019,
Henry Hagg Lake_01158095,31,2790000,,6310,6310,0,6310,0,230,2019,8/18/2019,
Siltcoos Lake_01158483,108,9720000,,111686,691831,580145,377718,116062,230,2019,8/18/2019,
Alkali Lake_01116863,28,2520000,,2466041,3162279,696239,2748207,165005,228,2019,8/16/2019,
Beulah Reservoir_01117569,65,5850000,,19055,2535130,2516076,1264149,487504,228,2019,8/16/2019,
Cold Springs Reservoir_01119125,28,2520000,,6310,1235948,1229639,801101,383878,228,2019,8/16/2019,
Crane Prairie Reservoir_01140386,168,15120000,,6310,1076466,1070156,182030,249946,228,2019,8/16/2019,
Crater Lake_01163669,502,45180000,,6310,6310,0,6310,0,228,2019,8/16/2019,
Crescent Lake_01158186,129,11610000,,6310,6310,0,6310,0,228,2019,8/16/2019,
Crump Lake_01119601,355,31950000,,6310,319154,312844,14861,30295,228,2019,8/16/2019,
Davis Lake_01140666,110,9900000,,6310,2398834,2392524,92816,307572,228,2019,8/16/2019,
Diamond Lake_01140999,92,8280000,,6310,102802,96492,10400,16984,228,2019,8/16/2019,
Drews Reservoir_01141243,151,13590000,,6310,2147832,2141522,996506,503143,228,2019,8/16/2019,
East Lake_01141624,33,2970000,,6310,6310,0,6310,0,228,2019,8/16/2019,
Gerber Reservoir_01121105,107,9630000,,6310,6310,0,6310,0,228,2019,8/16/2019,
Goose Lake_00224325,706,63540000,,6310,4920397,4914087,1111217,901555,228,2019,8/16/2019,
Hart Lake_01121637,307,27630000,,6310,816583,810273,113834,202174,228,2019,8/16/2019,
Howard Prairie Lake_01158895,42,3780000,,6310,1202265,1195955,300177,357670,228,2019,8/16/2019,
Lake Abert_01116755,1431,128790000,,6310,1923093,1916783,97450,298323,228,2019,8/16/2019,
Lake of the Woods_01161601,14,1260000,,6310,6310,0,6310,0,228,2019,8/16/2019,
Malheur Lake_01123710,958,86220000,,6310,1202265,1195955,298312,185116,228,2019,8/16/2019,
Odell Lake_01147159,117,10530000,,6310,6310,0,6310,0,140,2017,5/20/2017,
Paulina Lake_01147502,41,3690000,,6310,248886,242576,106250,66715,228,2019,8/16/2019,
Renner Lake_00267175,21,1890000,,6310,420727,414417,62758,91406,228,2019,8/16/2019,
Summer Lake_01150595,776,69840000,,6310,2831393,2825083,905275,521803,228,2019,8/16/2019,
Summit Lake_01150624,12,1080000,,6310,6310,0,6310,0,228,2019,8/16/2019,
Swamp Lake_01127802,39,3510000,,28054,937562,909508,327151,187832,228,2019,8/16/2019,
Timothy Lake_01151253,36,3240000,,6310,6310,0,6310,0,228,2019,8/16/2019,
Upper Klamath Lake_01151685,2584,232560000,,6310,5970357,5964047,2199088,795691,228,2019,8/16/2019,
Waldo Lake_01151818,179,16110000,,6310,6310,0,6310,0,228,2019,8/16/2019,
Warm Springs Reservoir_01128656,140,12600000,,6310,6310,0,6310,0,228,2019,8/16/2019,
Wickiup Reservoir_01161711,99,8910000,,6310,654637,648327,64671,118011,228,2019,8/16/2019,
Lake Billy Chinook_01138120,100,9000000,,6310,1541701,1535392,728581,553155,228,2019,8/16/2019,
Alkali Lake_01116863,29,2610000,,1584894,3435582,1850687,2671584,478158,227,2019,8/15/2019,
Alkali Lake_01116864,7,630000,,6310,6310,0,6310,0,227,2019,8/15/2019,
Aspen Lake_01161255,3,270000,,6310,6310,0,6310,0,227,2019,8/15/2019,
Beulah Reservoir_01117569,66,5940000,,6310,3250875,3244566,1094260,867138,227,2019,8/15/2019,
Cold Springs Reservoir_01119125,33,2970000,,6310,1629297,1622987,1074097,479967,227,2019,8/15/2019,
Cottage Grove Lake_01158179,18,1620000,,6310,6310,0,6310,0,227,2019,8/15/2019,
Crane Prairie Reservoir_01140386,172,15480000,,6310,887156,880847,159436,209799,227,2019,8/15/2019,
Crater Lake_01163669,557,50130000,,6310,6310,0,6310,0,227,2019,8/15/2019,
Crescent Lake_01158186,150,13500000,,6310,6310,0,6310,0,227,2019,8/15/2019,
Crump Lake_01119601,357,32130000,,6310,178649,172339,7787,13178,227,2019,8/15/2019,
Davis Lake_01140666,118,10620000,,6310,2535130,2528821,208344,435917,227,2019,8/15/2019,
Detroit Lake_01639301,38,3420000,,6310,6310,0,6310,0,227,2019,8/15/2019,
Diamond Lake_01140999,129,11610000,,6310,54450,48141,8468,7389,227,2019,8/15/2019,
Dorena Lake_01120032,43,3870000,,6310,6310,0,6310,0,227,2019,8/15/2019,
Drews Reservoir_01141243,152,13680000,,6310,2147832,2141522,354658,543887,227,2019,8/15/2019,
East Lake_01141624,38,3420000,,6310,6310,0,6310,0,227,2019,8/15/2019,
Fern Ridge Lake_01120678,261,23490000,,6310,285759,279450,9084,24678,227,2019,8/15/2019,
Foster Lake_01158892,13,1170000,,6310,6310,0,6310,0,227,2019,8/15/2019,
Gerber Reservoir_01121105,124,11160000,,6310,6310,0,6310,0,227,2019,8/15/2019,
Goose Lake_00224325,693,62370000,,6310,4655864,4649554,986915,981625,227,2019,8/15/2019,
Green Peter Lake_01158878,36,3240000,,6310,6310,0,6310,0,227,2019,8/15/2019,
Hart Lake_01121637,308,27720000,,6310,731140,724830,56167,113198,227,2019,8/15/2019,
